Fecha;Hora;name;stationId;Temperatura 8M;Humedad;Vel Viento;Dir Viento;Lluvia;Temperatura;Presion Baro;Rad Solar
2025-10-14;01:34;San Cristobal;24;;82.0;0.7;101.0;0.0;10.3;;0.0
2025-10-14;01:34;Movil 7ma;26;;64.1;0.2;25.0;0.0;13.2;562.0;0.0
2025-10-14;01:34;Bolivia;27;;91.0;1.8;49.0;0.0;12.5;564.0;0.0
2025-10-14;01:34;Fontibon;30;;86.0;1.5;45.0;0.0;12.5;564.0;
2025-10-14;01:34;Usme;32;;;;;0.0;12.9;562.0;0.0
2025-10-14;01:34;Jazmin;34;;93.0;0.7;296.0;0.1;12.8;563.0;0.0
2025-10-14;01:34;Ciudad Bolivar;37;;;;;0.0;12.1;557.0;0.0
2025-10-14;01:34;Colina;38;;;1.0;351.0;0.0;12.4;564.0;0.0
2025-10-14;01:34;Movil Fontibon;39;;;;;;12.9;564.0;0.0
2025-10-14;02:23;Usaquen;1;;;0.7;35.0;0.0;11.8;;
2025-10-14;02:23;Carvajal - Sevillana;3;;;;;0.0;12.4;;
2025-10-14;02:23;Tunal;4;;87.0;0.7;274.0;0.0;;562.0;1.0
2025-10-14;02:23;Centro de Alto Rendimiento;5;;87.0;0.1;297.0;0.0;9.4;564.0;0.0
2025-10-14;02:23;Las Ferias;6;;78.0;1.1;358.0;0.0;11.8;563.0;
2025-10-14;02:23;Guaymaral;8;11.3;83.0;0.7;263.0;0.1;11.2;563.0;0.0
2025-10-14;02:23;Kennedy;9;;76.1;1.3;234.0;0.0;;;0.0
2025-10-14;02:23;Suba;11;;;0.6;32.0;0.0;11.0;;
2025-10-14;02:23;Puente Aranda;13;;87.0;1.0;316.0;0.0;13.6;563.0;0.0
2025-10-14;02:23;MinAmbiente;17;;;-9999.0;-9999.0;0.0;;;
2025-10-14;02:23;San Cristobal;24;;84.0;1.2;111.0;0.0;10.1;;0.0
2025-10-14;02:23;Movil 7ma;26;;67.2;0.0;219.0;0.0;12.8;561.0;0.0
2025-10-14;02:23;Bolivia;27;;89.0;1.1;78.0;0.0;12.5;564.0;0.0
2025-10-14;02:23;Fontibon;30;;88.0;1.5;42.0;0.0;12.2;564.0;
2025-10-14;02:23;Usme;32;;;;;0.0;12.3;561.0;0.0
2025-10-14;02:23;Jazmin;34;;90.0;0.9;276.0;0.0;12.8;563.0;0.0
2025-10-14;02:23;Ciudad Bolivar;37;;;;;0.0;11.3;557.0;0.0
2025-10-14;02:23;Colina;38;;;0.5;317.0;0.0;11.7;563.0;0.0
2025-10-14;02:23;Movil Fontibon;39;;;;;;12.9;564.0;0.0
2025-10-14;03:29;Usaquen;1;;;0.8;44.0;0.0;11.5;;
2025-10-14;03:29;Carvajal - Sevillana;3;;;;;0.0;11.9;;
2025-10-14;03:29;Tunal;4;;88.0;0.5;276.0;0.0;;562.0;1.0
2025-10-14;03:29;Centro de Alto Rendimiento;5;;87.0;0.2;332.0;0.0;9.1;564.0;0.0
2025-10-14;03:29;Las Ferias;6;;76.0;1.6;5.0;0.0;11.7;563.0;
2025-10-14;03:29;Guaymaral;8;10.5;83.0;0.6;249.0;0.0;10.5;563.0;0.0
2025-10-14;03:29;Kennedy;9;;76.1;1.3;234.0;0.0;;;0.0
2025-10-14;03:29;Suba;11;;;0.4;57.0;0.0;10.5;;
2025-10-14;03:29;Puente Aranda;13;;99.0;1.0;254.0;0.0;12.6;563.0;0.0
2025-10-14;03:29;MinAmbiente;17;;;-9999.0;-9999.0;0.0;;;
2025-10-14;03:29;San Cristobal;24;;85.0;0.9;112.0;0.0;9.9;;0.0
2025-10-14;03:29;Movil 7ma;26;;68.0;0.1;58.0;0.0;12.4;561.0;0.0
2025-10-14;03:29;Bolivia;27;;90.0;1.3;37.0;0.0;11.9;564.0;0.0
2025-10-14;03:29;Fontibon;30;;88.0;0.4;28.0;0.0;11.7;563.0;
2025-10-14;03:29;Usme;32;;;;;0.0;12.1;561.0;0.0
2025-10-14;03:29;Jazmin;34;;99.0;0.8;276.0;0.0;12.3;563.0;0.0
2025-10-14;03:29;Ciudad Bolivar;37;;;;;0.1;11.4;556.0;0.0
2025-10-14;03:29;Colina;38;;;0.5;310.0;0.0;10.8;563.0;0.0
2025-10-14;03:29;Movil Fontibon;39;;;;;;12.1;564.0;0.0
2025-10-14;04:25;Usaquen;1;;;0.6;45.0;0.0;11.1;;
2025-10-14;04:25;Carvajal - Sevillana;3;;;;;0.0;12.0;;
2025-10-14;04:25;Tunal;4;;88.0;0.7;249.0;0.0;;562.0;1.0
2025-10-14;04:25;Centro de Alto Rendimiento;5;;88.0;0.4;286.0;0.0;9.3;564.0;0.0
2025-10-14;04:25;Las Ferias;6;;74.0;0.6;331.0;0.0;11.8;563.0;
2025-10-14;04:25;Guaymaral;8;10.2;84.0;0.6;315.0;0.0;10.4;563.0;0.0
2025-10-14;04:25;Kennedy;9;;76.1;1.3;234.0;0.0;;;0.0
2025-10-14;04:25;Suba;11;;;0.4;3.0;0.0;10.3;;
2025-10-14;04:25;Puente Aranda;13;;99.0;1.0;236.0;0.0;12.5;563.0;0.0
2025-10-14;04:25;MinAmbiente;17;;;-9999.0;-9999.0;0.0;;;
2025-10-14;04:25;San Cristobal;24;;80.0;0.5;120.0;0.0;10.4;;0.0
2025-10-14;04:25;Movil 7ma;26;;65.9;0.1;258.0;0.0;12.6;561.0;0.0
2025-10-14;04:25;Bolivia;27;;84.0;0.7;32.0;0.0;12.3;564.0;0.0
2025-10-14;04:25;Fontibon;30;;87.0;0.1;349.0;0.0;11.8;563.0;
2025-10-14;04:25;Usme;32;;;;;0.0;12.5;561.0;0.0
2025-10-14;04:25;Jazmin;34;;96.0;1.0;270.0;0.0;12.4;563.0;0.0
2025-10-14;04:25;Ciudad Bolivar;37;;;;;0.0;11.4;557.0;0.0
2025-10-14;04:25;Colina;38;;;0.5;317.0;0.1;10.9;563.0;0.0
2025-10-14;04:25;Movil Fontibon;39;;;;;;12.0;564.0;0.0
2025-10-14;05:25;Usaquen;1;;;0.6;73.0;0.1;10.6;;
2025-10-14;05:25;Carvajal - Sevillana;3;;;;;1.0;11.9;;
2025-10-14;05:25;Tunal;4;;85.0;0.8;199.0;1.5;;563.0;1.0
2025-10-14;05:25;Centro de Alto Rendimiento;5;;87.0;0.2;264.0;0.4;9.2;564.0;0.0
2025-10-14;05:25;Las Ferias;6;;78.0;0.7;232.0;0.5;11.4;563.0;
2025-10-14;05:25;Guaymaral;8;10.3;85.0;0.5;305.0;0.1;10.5;563.0;0.0
2025-10-14;05:25;Kennedy;9;;76.1;1.3;234.0;0.0;;;0.0
2025-10-14;05:25;Suba;11;;;0.4;358.0;0.2;10.4;;
2025-10-14;05:25;Puente Aranda;13;;88.0;1.1;225.0;0.3;12.6;563.0;0.0
2025-10-14;05:25;MinAmbiente;17;;;-9999.0;-9999.0;0.4;;;
2025-10-14;05:25;San Cristobal;24;;81.0;0.5;92.0;0.5;9.7;;0.0
2025-10-14;05:25;Movil 7ma;26;;62.7;0.0;220.0;0.2;12.4;561.0;0.0
2025-10-14;05:25;Bolivia;27;;88.0;0.6;257.0;0.4;11.7;564.0;0.0
2025-10-14;05:25;Fontibon;30;;88.0;1.0;250.0;0.3;11.6;564.0;
2025-10-14;05:25;Usme;32;;;;;0.2;12.4;562.0;0.0
2025-10-14;05:25;Jazmin;34;;88.0;0.8;263.0;0.7;12.4;563.0;0.0
2025-10-14;05:25;Ciudad Bolivar;37;;;;;0.7;11.4;557.0;0.0
2025-10-14;05:25;Colina;38;;;0.5;302.0;0.1;11.0;563.0;0.0
2025-10-14;05:25;Movil Fontibon;39;;;;;;11.8;564.0;0.0
2025-10-14;06:18;Usaquen;1;;;1;126;0;10.3;;
2025-10-14;06:18;Carvajal - Sevillana;3;;;;;0.1;11.6;;
2025-10-14;06:18;Tunal;4;;84;1;163;0.2;;563;4
2025-10-14;06:18;Centro de Alto Rendimiento;5;;87;0.4;21;0;8.8;565;3
2025-10-14;06:18;Las Ferias;6;;80;0.5;2;0.1;11.3;564;
2025-10-14;06:18;Guaymaral;8;10.3;85;0.5;307;0;10.4;564;0
2025-10-14;06:18;Kennedy;9;;76.1;1.3;234;0;;;0
2025-10-14;06:18;Suba;11;;;0.4;16;0;10.4;;
2025-10-14;06:18;Puente Aranda;13;;84;0.6;192;0.1;12.4;563;3
2025-10-14;06:18;MinAmbiente;17;;;-9999;-9999;0;;;
2025-10-14;06:18;San Cristobal;24;;86;0.7;97;0;9.1;;0
2025-10-14;06:18;Movil 7ma;26;;67.9;0.2;125;0;11.8;562;1
2025-10-14;06:18;Bolivia;27;;90;0.5;178;0;11.7;565;4
2025-10-14;06:18;Fontibon;30;;91;0.2;49;0;11.4;564;
2025-10-14;06:18;Usme;32;;;;;0.1;11.7;562;2
2025-10-14;06:18;Jazmin;34;;87;0.8;139;0;12;564;3
2025-10-14;06:18;Ciudad Bolivar;37;;;;;0.3;11.3;557;2
2025-10-14;06:18;Colina;38;;;0.5;316;0;10.8;564;3
2025-10-14;06:18;Movil Fontibon;39;;;;;;11.8;564;4
