Fecha;Hora;name;stationId;CO;SO2;NO2;NO;OZONO;NOX;PM25;BBP;eBC;PM10
2025-11-20;02:23;Fontibon;30;0.26;-9999.0;21.3;11.8;-0.1;33.1;9.0;8.9;2.6;-9999.0
2025-11-20;02:23;Usme;32;0.21;3.8;17.7;8.9;1.5;26.6;5.4;;;16.3
2025-11-20;02:23;Jazmin;34;0.7;1.4;20.1;37.7;0.3;57.7;4.4;;;39.6
2025-11-20;02:23;Ciudad Bolivar;37;0.49;2.0;27.4;28.2;2.4;55.6;8.0;6.8;4.1;37.5
2025-11-20;02:23;Colina;38;0.7;0.4;62.8;23.5;-9999.0;86.3;8.0;;;2.4
2025-11-20;02:23;Movil Fontibon;39;-9999.0;;-9999.0;-9999.0;;-9999.0;9.9;;;48.9
2025-11-20;03:33;Usaquen;1;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;4.7;;;8.6
2025-11-20;03:33;Carvajal - Sevillana;3;1.11;1.7;;;;;32.0;;;108.0
2025-11-20;03:33;Tunal;4;-9999.0;2.5;8.6;50.1;1.2;58.7;0.0;4.3;7.4;72.0
2025-11-20;03:33;Centro de Alto Rendimiento;5;0.44;2.7;9.0;18.2;0.0;27.2;8.9;6.4;3.7;29.4
2025-11-20;03:33;Las Ferias;6;0.44;;16.1;5.6;0.7;21.7;11.0;;;8.0
2025-11-20;03:33;Guaymaral;8;0.33;1.5;13.5;66.9;0.7;80.5;9.0;;;23.0
2025-11-20;03:33;Kennedy;9;1.3;1.7;23.6;65.2;1.5;88.8;27.6;5.5;6.5;44.8
2025-11-20;03:33;Suba;11;0.36;0.9;14.7;7.3;0.6;22.0;6.0;;;26.1
2025-11-20;03:33;Puente Aranda;13;0.27;1.1;21.2;28.0;1.0;49.1;14.4;0.1;-9999.0;31.2
2025-11-20;03:33;MinAmbiente;17;0.41;0.5;11.3;4.4;2.2;15.7;5.0;;;18.0
2025-11-20;03:33;San Cristobal;24;0.19;-0.4;-9999.0;-9999.0;6.0;-9999.0;6.0;0.1;0.4;11.0
2025-11-20;03:33;Movil 7ma;26;-9999.0;;;;;;6.7;;;23.4
2025-11-20;03:33;Bolivia;27;0.57;;14.4;5.2;1.6;19.5;7.8;;;27.9
2025-11-20;03:33;Fontibon;30;0.28;-9999.0;19.2;7.0;-0.2;26.1;8.9;7.6;2.2;-9999.0
2025-11-20;03:33;Usme;32;0.34;3.9;18.2;11.9;0.8;30.1;5.7;;;20.3
2025-11-20;03:33;Jazmin;34;0.59;1.2;19.8;31.7;0.1;51.5;12.2;;;42.1
2025-11-20;03:33;Ciudad Bolivar;37;0.56;1.6;28.6;43.9;0.7;72.6;9.3;7.1;5.2;39.8
2025-11-20;03:33;Colina;38;0.7;0.4;62.8;23.5;-9999.0;86.3;8.0;;;2.4
2025-11-20;03:33;Movil Fontibon;39;-9999.0;;-9999.0;-9999.0;;-9999.0;8.2;;;39.0
2025-11-20;04:26;Usaquen;1;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;5.3;;;5.6
2025-11-20;04:26;Carvajal - Sevillana;3;0.6;1.9;;;;;47.0;;;103.0
2025-11-20;04:26;Tunal;4;-9999.0;1.5;7.6;27.4;1.0;34.9;0.0;3.5;3.6;64.0
2025-11-20;04:26;Centro de Alto Rendimiento;5;0.44;2.8;8.4;22.4;0.0;30.8;7.9;4.4;4.8;21.1
2025-11-20;04:26;Las Ferias;6;0.49;;14.8;12.8;0.8;27.6;12.0;;;6.0
2025-11-20;04:26;Guaymaral;8;0.37;2.5;15.4;115.0;0.6;130.3;12.0;;;38.0
2025-11-20;04:26;Kennedy;9;1.47;1.7;22.8;87.7;1.4;110.4;24.9;9.5;10.3;40.4
2025-11-20;04:26;Suba;11;0.43;0.7;14.3;14.5;0.6;28.7;13.0;;;24.1
2025-11-20;04:26;Puente Aranda;13;0.43;1.4;21.0;44.9;0.9;65.1;13.5;0.1;-9999.0;23.3
2025-11-20;04:26;MinAmbiente;17;0.26;0.4;5.9;1.5;4.7;7.4;4.0;;;8.0
2025-11-20;04:26;San Cristobal;24;0.18;-0.3;-9999.0;-9999.0;6.2;-9999.0;3.0;0.9;0.5;13.0
2025-11-20;04:26;Movil 7ma;26;-9999.0;;;;;;6.3;;;17.5
2025-11-20;04:26;Bolivia;27;0.61;;18.7;15.3;1.1;34.0;6.3;;;27.9
2025-11-20;04:26;Fontibon;30;0.41;-9999.0;18.0;21.8;-0.4;39.8;16.0;8.5;3.4;-9999.0
2025-11-20;04:26;Usme;32;0.23;6.2;12.5;13.4;4.2;25.9;5.6;;;32.0
2025-11-20;04:26;Jazmin;34;0.61;1.2;18.1;39.0;0.2;57.1;10.2;;;42.9
2025-11-20;04:26;Ciudad Bolivar;37;0.59;2.2;28.4;48.2;0.9;76.7;10.4;8.0;4.8;38.2
2025-11-20;04:26;Colina;38;0.7;0.4;62.8;23.5;-9999.0;86.3;8.0;;;2.4
2025-11-20;04:26;Movil Fontibon;39;-9999.0;;-9999.0;-9999.0;;-9999.0;13.0;;;27.5
2025-11-20;05:26;Usaquen;1;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;3.5;;;4.3
2025-11-20;05:26;Carvajal - Sevillana;3;0.68;2.5;;;;;31.0;;;79.0
2025-11-20;05:26;Tunal;4;-9999.0;2.5;8.4;30.3;1.5;38.7;0.0;0.7;5.0;50.0
2025-11-20;05:26;Centro de Alto Rendimiento;5;0.46;2.8;7.7;24.9;0.0;32.6;8.6;6.4;5.4;20.3
2025-11-20;05:26;Las Ferias;6;0.36;;15.7;25.7;0.5;41.3;8.0;;;7.8
2025-11-20;05:26;Guaymaral;8;0.4;2.8;17.0;120.9;0.8;138.0;21.0;;;40.0
2025-11-20;05:26;Kennedy;9;1.79;2.2;25.6;110.4;1.6;136.0;22.6;7.7;12.7;40.5
2025-11-20;05:26;Suba;11;0.41;0.8;14.4;26.6;0.6;41.0;17.0;;;20.2
2025-11-20;05:26;Puente Aranda;13;0.63;1.4;20.7;63.7;0.8;84.5;12.5;0.1;-9999.0;22.8
2025-11-20;05:26;MinAmbiente;17;0.37;0.5;10.2;9.8;3.0;20.0;5.0;;;10.0
2025-11-20;05:26;San Cristobal;24;0.22;-0.4;-9999.0;-9999.0;7.4;-9999.0;2.0;0.4;0.5;18.0
2025-11-20;05:26;Movil 7ma;26;-9999.0;;;;;;6.0;;;10.0
2025-11-20;05:26;Bolivia;27;0.67;;25.5;35.3;1.0;60.8;5.5;;;27.9
2025-11-20;05:26;Fontibon;30;0.41;-9999.0;19.3;32.7;-0.4;51.9;16.4;4.1;5.8;-9999.0
2025-11-20;05:26;Usme;32;0.2;8.5;13.3;8.0;5.6;21.3;5.9;;;19.1
2025-11-20;05:26;Jazmin;34;0.68;1.3;16.3;39.8;0.2;56.1;12.1;;;40.0
2025-11-20;05:26;Ciudad Bolivar;37;0.45;2.4;27.5;54.4;1.1;81.9;12.2;5.1;6.6;38.5
2025-11-20;05:26;Colina;38;0.7;0.4;62.8;23.5;-9999.0;86.3;8.0;;;2.4
2025-11-20;05:26;Movil Fontibon;39;-9999.0;;-9999.0;-9999.0;;-9999.0;19.9;;;72.7
2025-11-20;06:21;Usaquen;1;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;3.9;;;7.8
2025-11-20;06:21;Carvajal - Sevillana;3;1.86;2.5;;;;;40.0;;;120.0
2025-11-20;06:21;Tunal;4;-9999.0;4.1;15.7;112.8;1.7;128.6;0.0;3.3;18.8;40.0
2025-11-20;06:21;Centro de Alto Rendimiento;5;0.52;3.1;11.0;37.0;0.0;47.9;7.3;8.1;10.6;29.5
2025-11-20;06:21;Las Ferias;6;0.54;;18.0;45.1;0.6;63.0;7.0;;;6.8
2025-11-20;06:21;Guaymaral;8;0.37;1.6;17.9;63.0;0.7;80.8;19.0;;;27.0
2025-11-20;06:21;Kennedy;9;1.49;2.0;24.9;70.6;1.7;95.5;16.5;7.9;8.8;38.2
2025-11-20;06:21;Suba;11;0.45;1.1;14.6;26.0;0.6;40.6;20.0;;;30.9
2025-11-20;06:21;Puente Aranda;13;0.87;1.6;22.7;92.5;1.0;115.0;13.6;0.1;-9999.0;26.2
2025-11-20;06:21;MinAmbiente;17;0.77;0.5;15.8;36.5;0.6;52.3;11.0;;;16.0
2025-11-20;06:21;San Cristobal;24;0.51;0.0;-9999.0;-9999.0;1.7;-9999.0;5.0;0.1;1.5;22.0
2025-11-20;06:21;Movil 7ma;26;-9999.0;;;;;;6.4;;;19.8
2025-11-20;06:21;Bolivia;27;0.81;;36.9;63.5;0.8;100.4;4.4;;;27.9
2025-11-20;06:21;Fontibon;30;0.51;-9999.0;20.8;34.6;-0.3;55.3;14.0;3.1;6.6;-9999.0
2025-11-20;06:21;Usme;32;0.25;4.7;14.4;4.5;6.1;18.9;5.6;;;14.8
2025-11-20;06:21;Jazmin;34;1.31;1.7;21.7;109.2;0.2;130.9;13.6;;;40.7
2025-11-20;06:21;Ciudad Bolivar;37;1.19;2.2;35.4;145.2;1.3;180.6;13.5;3.4;12.4;42.4
2025-11-20;06:21;Colina;38;0.7;0.4;62.8;23.5;-9999.0;86.3;8.0;;;2.4
2025-11-20;06:21;Movil Fontibon;39;-9999.0;;-9999.0;-9999.0;;-9999.0;14.8;;;73.5
2025-11-20;07:50;Usaquen;1;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;7.6;;;21.8
2025-11-20;07:50;Carvajal - Sevillana;3;2.5;2.6;;;;;51.0;;;160.0
2025-11-20;07:50;Tunal;4;-9999.0;5.5;22.8;157.1;1.6;179.9;0.0;2.9;22.1;112.0
2025-11-20;07:50;Centro de Alto Rendimiento;5;0.83;0.9;10.5;54.4;0.0;64.9;8.0;2.5;14.2;24.2
2025-11-20;07:50;Las Ferias;6;0.98;;19.4;76.7;0.9;96.0;15.0;;;13.1
2025-11-20;07:50;Guaymaral;8;0.52;1.8;16.5;75.0;1.0;91.5;14.0;;;37.0
2025-11-20;07:50;Kennedy;9;1.78;2.2;25.5;70.9;2.1;96.4;23.6;13.0;9.4;49.5
2025-11-20;07:50;Suba;11;0.58;1.7;13.8;30.1;0.9;43.9;20.0;;;34.3
2025-11-20;07:50;Puente Aranda;13;1.65;1.7;25.3;127.7;1.3;152.4;16.1;0.1;-9999.0;34.9
2025-11-20;07:50;MinAmbiente;17;1.46;0.7;16.6;73.6;0.6;90.1;17.0;;;29.0
2025-11-20;07:50;San Cristobal;24;1.21;0.0;-9999.0;-9999.0;0.8;-9999.0;6.0;1.2;3.4;42.0
2025-11-20;07:50;Movil 7ma;26;-9999.0;;;;;;6.2;;;25.8
2025-11-20;07:50;Bolivia;27;0.92;;34.9;68.3;1.1;103.3;5.1;;;27.9
2025-11-20;07:50;Fontibon;30;0.88;-9999.0;23.2;51.4;0.6;74.6;21.0;6.0;8.4;-9999.0
2025-11-20;07:50;Usme;32;0.74;1.8;17.9;26.2;5.2;44.1;5.3;;;16.9
2025-11-20;07:50;Jazmin;34;2.02;1.7;25.3;120.6;0.5;146.0;16.2;;;58.2
2025-11-20;07:50;Ciudad Bolivar;37;1.55;2.5;37.3;160.8;1.5;198.2;11.8;4.9;18.1;55.1
2025-11-20;07:50;Colina;38;0.7;0.4;62.8;23.5;-9999.0;86.3;8.0;;;2.4
2025-11-20;07:50;Movil Fontibon;39;-9999.0;;-9999.0;-9999.0;;-9999.0;11.7;;;44.4
2025-11-20;08:33;Usaquen;1;-9999;-9999;-9999;-9999;-9999;-9999;10.5;;;29.2
2025-11-20;08:33;Carvajal - Sevillana;3;1.65;4.6;;;;;51;;;182
2025-11-20;08:33;Tunal;4;-9999;4.5;16.6;87.6;4.6;104.3;0;4.5;15.5;135
2025-11-20;08:33;Centro de Alto Rendimiento;5;1.12;0.9;16.5;60.1;0;76.6;17.3;6.3;15.2;30.5
2025-11-20;08:33;Las Ferias;6;1.02;;21;61.9;3.3;82.8;18;;;21.1
2025-11-20;08:33;Guaymaral;8;0.32;1;11.6;20.7;7.2;32.4;9;;;25
2025-11-20;08:33;Kennedy;9;1.79;2.8;30.2;66.9;3.2;97.1;24.2;6.4;7.9;43.7
2025-11-20;08:33;Suba;11;0.49;2.4;11.3;20.4;3.3;31.7;16;;;53.2
2025-11-20;08:33;Puente Aranda;13;1.69;2.3;32;105.2;2.2;136;19.1;0.1;-9999;58.7
2025-11-20;08:33;MinAmbiente;17;1.59;0.8;25.4;76.8;1.9;102.2;18;;;49
2025-11-20;08:33;San Cristobal;24;1.73;0.6;-9999;-9999;2.4;-9999;17;1.8;6.6;81
2025-11-20;08:33;Movil 7ma;26;-9999;;;;;;6.7;;;28.8
2025-11-20;08:33;Bolivia;27;0.9;;28.3;53.6;3.1;81.9;16.9;;;27.9
2025-11-20;08:33;Fontibon;30;0.77;-9999;22.6;42.3;2.8;64.9;12;2.1;6.7;-9999
2025-11-20;08:33;Usme;32;0.43;0.9;10.8;14.7;11.6;25.5;9.5;;;23.9
2025-11-20;08:33;Jazmin;34;1.83;2;30.5;90.1;1.6;120.5;24.6;;;61.9
2025-11-20;08:33;Ciudad Bolivar;37;1.1;3.5;35;76.6;4.4;111.6;19.9;7.1;10.1;70.3
2025-11-20;08:33;Colina;38;0.7;0.4;62.8;23.5;-9999;86.3;8;;;2.4
2025-11-20;08:33;Movil Fontibon;39;-9999;;-9999;-9999;;-9999;9.3;;;60.7
